PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
1643,Polysiphonia pacifica,sequence match 100% with Polysiphonia pacifica in BOLD,Polysiphonia pacifica,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,MarineGeo location XHAK2,A93280,NA,"Subtidal, 6.5m",NA,51.7012,-128.07399,Zac Montieth,NA,NA
1644,NA,contaminated,Ceramium gardneri,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,"On giant clam, MarineGeo location XHAK2",A93281,NA,"Subtidal, 6.8m",NA,51.7012,-128.07399,Zac Montieth,NA,NA
1645,NA,messy sequence,Gloiocladia laciniata,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"Rattenbury Island, Hakai",30-Jul-17,"On giant clam, wide morphology, MarineGeo location XHAK2",A93282,NA,"Subtidal, 7m",NA,51.7012,-128.07399,Zac Montieth,NA,NA
1646,Bossiella schmittii,sequence match 100% with Bossiella schmittii in BOLD,Bossiella schmittii,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,MarineGeo location XHAK2,A93283,NA,"Subtidal, 6.9m",NA,51.7012,-128.07399,Zac Montieth,NA,NA
1647,NA,sequencing failed,Crusticorallina adhaerens,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,"Growing on plastic baseplate of MarineGeo ARM2, swirled, white margin, up to 1cm diameter",A93284,NA,"Subtidal, 7m",NA,51.7012,-128.07399,PTMartone,NA,NA
1648,NA,messy sequence,Coralline crust,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,"Growing on plastic baseplate of MarineGeo ARM2, small, mauve, up to 3mm diameter, uniporate",A93285,NA,"Subtidal, 7m",NA,51.7012,-128.07399,PTMartone,NA,NA
1649,Peyssonnelia sp.,Good sequence; match 99% on BOLD; match rbcL 95% to AB325864.1,Peyssonnelia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"Rattenbury Island, Hakai",30-Jul-17,"Growing on plastic baseplate of MarineGeo ARM2, yellowish orange, 2-3cm diameter",A93286,NA,"Subtidal, 7m",NA,51.7012,-128.07399,PTMartone,NA,NA
1650,Sarcodiotheca furcata,sequence match 100% with Sarcodiotheca furcata in BOLD; confirmed with NCBI,Gloiocladia laciniata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,Thin morphology,A93287,NA,"Subtidal, <40ft",NA,51.7012,-128.07399,Andy Lamb and Derek VanManen,NA,NA
1651,Sarcodiotheca furcata,sequence match 100% with Sarcodiotheca furcata in BOLD; confirmed with NCBI,Sarcodiotheca furcata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Rattenbury Island, Hakai",30-Jul-17,Thin morphology,A93288,NA,"Subtidal, <40ft",NA,51.7012,-128.07399,Andy Lamb and Derek VanManen,NA,NA
1652,Rhodoptilum plumosum,sequence match 100% rbcL with GQ252577.1,Rhodoptilum plumosum,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"Kelpie Point, Calvert Island",31-Jul-17,cystocarpic,A93289,NA,"Subtidal, IHAK23",NA,51.73363,-127.99724,Gustav Paulay,NA,NA
1653,NA,NA,Stephanocystis geminata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"Kelpie Point, Calvert Island",31-Jul-17,cystocarpic,A93290,NA,"Subtidal, IHAK23",NA,51.73363,-127.99724,Gustav Paulay,NA,NA
1654,Hymenena kylinii,sequence match 100% with Hymenena kylinii in BOLD; also a match to Hymenena sp.GWS002901 in NCBI,Hymenena setchellii,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Kelpie Point, Calvert Island",31-Jul-17,tetrasporangial sori in longitudinal bands,A93291,NA,"Subtidal, IHAK23",NA,51.73363,-127.99724,Gustav Paulay,NA,NA
1655,Calliarthron tuberculosum,sequence match 100% with Calliarthron tuberculosum in BOLD,Calliarthron tuberculosum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Kelpie Point, Calvert Island",31-Jul-17,spindly morphology,A93292,NA,"Subtidal, IHAK23",NA,51.73363,-127.99724,Gustav Paulay,NA,NA
1656,Peyssonnelia sp. 9BC,sequence match 100% with Peyssonnelia sp.9BC in BOLD,Peyssonnelia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach, Calvert island",31-Jul-17,"On coralline crust on cobble, crisp round margin, sunburst coloration",A93293,NA,"Subtidal, 5m",NA,51.65536863,-128.1416272,Aaron Galloway and Andy Lamb,NA,NA
1657,Corallina frondescens,sequence match 100% with Corallina frondescens in BOLD,Corallina sp.,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Lyte Group, Hakai",2-Aug-17,"On ARMS, small amount of material, no distinctive characteristics; Only 1 copy, sent to Matt for BOLD",A93294,NA,"Subtidal, 5m",NA,51.81429571,-128.237035,Lauran Liggan,NA,NA
1658,Mesophyllum vancouveriense,sequence match 100% with Mesophyllum vancouveriense in BOLD,Unknown Coralline crust,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Lyte Group, Hakai",2-Aug-17,"On ARMS, small amount of material, no distinctive characteristics;Only 1 copy, sent to Matt for BOLD",A93295,NA,"Subtidal, 5m",NA,51.81429571,-128.237035,Lauran Liggan,NA,NA
1659,Crusticorallina painei,sequence match 99.15% with Crusticorallina painei in BOLD; good match but short sequence (<400bp),Unknown Coralline Crust 1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"NE Rattenbury, Hakai",02-Aug-17,"On rock scallop, in bedrock urchin barren",A93296,NA,"Subtidal, 5m",NA,51.70098097,-128.0739607,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA
1660,NA,contaminated,Unknown Coralline Crust 2,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"NE Rattenbury, Hakai",02-Aug-17,"On rock scallop and polychete worm, in bedrock urchin barren",A93297,NA,"Subtidal, 5m",NA,51.70098097,-128.0739607,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA
1661,NA,sequencing failed,Unknown Coralline Crust 3,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"NE Rattenbury, Hakai",02-Aug-17,"On rock scallop, in bedrock urchin barren, very hard, smooth surface",A93298,NA,"Subtidal, 5m",NA,51.70098097,-128.0739607,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA
1662,Bossiella orbigniana,sequence match 100% with Bossiella orbigniana in BOLD,Bossiella sp. w/ Crustose base,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach, Calvert Island",02-Aug-17,"On pebble, in Nereocystis forest",A93299,NA,"Subtidal, 5m",NA,51.649467,-128.155367,Gustav Paulay,NA,NA
1663,NA,sequencing failed,Articulated coralline (Bossiella spp.?),yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Triquet, Macro,Hakai",03-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 08, common, small uprights up to 3mm in length, intergenicula 1-2 mm wide",A93300,NA,"Subtidal, 5m",NA,51.65423,-128.14142,Lauran Liggan,NA,NA
1664,NA,messy sequence,Articulated coralline (Bossiella spp.?),yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Triquet, Macro, Hakai",03-Aug-17,"Growing on MarineGeo ARMS 08, common, small uprights up to 3mm in length, intergenicula 1-2 mm wide",A93301,NA,"Subtidal, 5m",NA,51.65423,-128.14142,Lauran Liggan,NA,NA
1665,Crusticorallina adhaerens,sequence match 100% to Crusticorallina adhaerens in BOLD,Unknown Coralline Crust 1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Triquet, Macro, Hakai",03-Aug-17,"Growing on MarineGeo ARMS 08, common, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"Subtidal, 5m",NA,51.65423,-128.14142,Lauran Liggan,NA,NA
1666,Bossiella frondifera,sequence match 100% to Bossiella frondifera in BOLD,Unknown Coralline Crust 1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Goldstream, Hakai",04-Aug-17,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,only photo voucher,"Subtidal, 5m, urchin barren",NA,51.65185,-128.14278,Lauran Liggan,NA,NA
1667,NA,"Sequence OK, contaminated;new sequence good-ish best match 94% psba MF101411.1 (Acrosorium ciliolatum)",Unknown Coralline Crust 2,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Goldstream, Hakai",04-Aug-17,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"Subtidal, 5m, urchin barren",NA,51.65185,-128.14278,Lauran Liggan,NA,NA
1668,NA,sequencing failed,Unknown Coralline Crust 3,no,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Goldstream, Hakai",04-Aug-17,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,only photo voucher,"Subtidal, 5m, urchin barren",NA,51.65185,-128.14278,Lauran Liggan,NA,NA
1669,NA,sequencing failed,Unknown Coralline Crust 4,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Goldstream, Hakai",04-Aug-17,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"Subtidal, 5m, urchin barren",NA,51.65185,-128.14278,Lauran Liggan,NA,NA
1670,NA,NA,Ulva linza,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,"N. Pigu, Choked Pass",04-Aug-17,Growing on seagrass,A93302,NA,"Subtidal, 5m, seagrass bed, sand, on rock island",NA,51.67629307,-128.1222137,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1671,Bossiella frondifera,sequence match 100% with Bossiella frondifera in BOLD,Unknown corraline crust 1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06, 2-3 cm wide, white margin, purple/pink; Only 1 copy, sent to Matt for BOLD",A93303,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1672,NA,sequencing failed,Bossiella sp.,no,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula ~1mm wide, fine pinnate branching; Only 1 copy, sent to Matt for BOLD",A93304,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1673,Bossiella frondifera,sequence match 100% to PTM549 and others,Bossiella sp.,no,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped; Only 1 copy, sent to Matt for BOLD",A93305,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1674,NA,sequencing failed,Bossiella sp.,no,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula wider than long; Only 1 copy, sent to Matt for BOLD",A93306,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1675,Bossiella hakaiensis,sequence match 100% to PTM411,Bossiella sp.,no,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673; Only 1 copy, sent to Matt for BOLD",A93307,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1676,NA,NA,Scytosiphon base,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on MarineGeo ARMS 06, uncrusting brown, soft, slightly spongy",A93308,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1677,Bossiella orbigniana,sequence match 100% to GWS006725,Bossiella sp.,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on MarineGeo ARMS 06, small uprights up to 1 cm in length, large intergenicula <3 mm wide, upright stalks no distinctive branching pattern",A93309,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1678,Bossiella reptans,sequence match 100%,Bossiella sp.,no,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673",A93310,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1679,NA,contaminated,Corallina vancouveriensis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,"Growing on plastic baseplate of MarineGeo ARMS 06,small uprights up to 3mm in length, intergenicula 1-2 mm wide; Only 1 copy, sent to Matt for BOLD",A93311,NA,"Subtidal, 5m, Macrocystis forest",NA,51.89583,128.1694,Lauran Liggan,NA,NA
1680,Neodilsea borealis,sequence match 100% with Neodilsea borealis with BOLD; confirmed with NCBI,Halymenia gardneri,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing on gravel in seagrass bed interior,A93312,NA,Subtidal 7m @9:00AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1681,Gracilariophila oryzoides,sequence match 99.08% with Gracilariophila oryzoides with BOLD,Gracilariophila oryzoddes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing on gravel in seagrass bed interior,NA,no voucher,Subtidal 7m @9:00AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1682,NA,NA,Ulva californica,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing on seagrass in seagrass bed interior,A93313,NA,Subtidal 7m @9:00AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1683,Sarcodiotheca furcata,seqeunce match 100% with Sarcodiotheca furcata in BOLD,Unkown strap-like bladed red,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing in seagrass bed interior on pebble,A93314,NA,Subtidal 7m @9:00AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1684,Erythrophyllum oblongifructum,seqeuence match 100% with Erythrophyllum oblongifructum in BOLD; NCBI suggests Kallymeniopsis oblongifructa; a tree of BOLD data suggests Erythrophyllum,Neodilsea borealis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing in seagrass bed interior on pebble,A93315,NA,Subtidal 4m @9:45AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1685,Callophyllis crenulata,sequence match 100% with Callophyllis crenulata in BOLD,Callophyllis sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing in seagrass bed interior on bryozoans,A93316,NA,Subtidal 4m @9:45AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1686,Chondracanthus exasperatus,sequence match 100% with Chondracanthus exasperatus in BOLD,Unkown red blade,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Choked Pass, Lower Island, Hakai",04-Aug-17,Growing in seagrass bed interior on pebble,A93317,NA,Subtidal 7m @9:00AM,NA,51.67830361,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA
1687,Opuntiella sp. 1californica,sequence match 99.85% with Opuntiella sp. 1californica in BOLD,Unknown red blade,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"2nd Beach, Calvert Island",05-Aug-17,"Growing on MarineGeo ARMS 02, slight peltate attachment",A93318,NA,"Subtidal, 5m, Nereocystis forest",NA,51.89611,128.2375,Lauran Liggan,NA,NA
1688,Bossiella reptans,sequence match 100%,Bossiella reptans,no,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"2nd Beach, Calvert Island",05-Aug-17,"Growing on MarineGeo ARMS 02, floating intergenicula less than 1mm, ~1 cm fronds, no voucher; Only 1 copy, sent to Matt for BOLD",NA,no voucher,"Subtidal, 5m, Nereocystis forest",NA,51.89611,128.2375,Lauran Liggan,NA,NA
1689,Calliarthron tuberculosum,sequence match 100% with Calliarthron tuberculosum in BOLD,Bossiella sp.,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"2nd Beach, Calvert Island",05-Aug-17,"Growing on MarineGeo ARMS 02, genicula wider than long, 2-3 mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,no voucher,"Subtidal, 5m, Nereocystis forest",NA,51.89611,128.2375,Lauran Liggan,NA,NA
1690,NA,NA,Saccharina groenlandica,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"Outer Sandspit, Calvert Island",05-Aug-17,"Attached to cobble, long thick blade with short stipe",A93319,NA,Subtidal 5m,NA,51.67909226,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA
1691,Pleonosporium sp. 3GWS,sequence match 100% with Pleonosporium sp. 3GWS in BOLD; no robust match in NCBI,Callithamnion biseriatum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Outer Sandspit, Calvert Island",05-Aug-17,"Attached to Goeduck shell; Only 1 copy, sent to Matt for BOLD",A93320,NA,Subtidal 5m,NA,51.67909226,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA
1692,Callophyllis edentata,sequence match 100% with Callophyllis edentata in BOLD; confirmed with tree,Callophyllis heanophylla,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Outer Sandspit, Calvert Island",05-Aug-17,Growing on cobble,A93321,NA,Subtidal 5m,NA,51.67909226,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA
1693,Hildenbrandia sp. 2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD,Petrocelis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,Rock bench between 2nd and 3rd Beach,06-Aug-17,"near mussle beds, no uprights present, almond brown",A93322,NA,HIgh intertidal,NA,51.64695,-128.14846,Lauran Liggan,NA,NA
1694,Mastocarpus rigidus,100% match to Mastocarpus rigidus by BLAST (NCBI),Petrocelis,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,Rock bench between 2nd and 3rd Beach,06-Aug-17,"near mussle beds, no uprights present, green",A93323,NA,HIgh intertidal,NA,51.64695,-128.14846,Lauran Liggan,NA,NA
1695,Heterosiphonia sp. 2densiuscula,sequence match 100% with Heterosiphonia sp. 2densiuscula in BOLD; also a match to sp.1deniuscula and sp.3densiuscula,Heterosiphonia densiuscula,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Pruth Bay, Clavert Island",06-Aug-17,"In seagrass bed, attached to tube worm",A93324,NA,Subtidal 5m,NA,51.64610688,-128.1195703,Derek Vanmaanen,NA,NA
1696,Hildenbrandia sp. 2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD,Petrocelis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"S. North Beach, Calvert Island",08-Aug-17,"on rock bench, Brown; Only 1 copy, sent to Matt for BOLD",A93325,NA,High intertidal,NA,51.66546,-128.14632,Lauran Liggan,NA,NA
1697,Mastocarpus rigidus,sequence match 100% with Mastocarpus rigidus in BOLD,Mastocarpus sp.,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"S. North Beach, Calvert Island",08-Aug-17,"on rock bench, growning on brown Petrocelis; Only 1 copy, sent to Matt for BOLD",A93326,NA,High intertidal,NA,51.66546,-128.14632,Lauran Liggan,NA,NA
1698,Mastocarpus alaskensis,sequence match 100% with Mastocarpus alaskensis in BOLD,Petrocelis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"S. North Beach, Calvert Island",08-Aug-17,5,A93327,NA,High intertidal,NA,51.66546,-128.14632,Lauran Liggan,NA,NA
1699,NA,"97% match to M. papillatus, but sequence messy",Mastocarpus latissumus,no,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"S. North Beach, Calvert Island",08-Aug-17,"On rock bench, Growing on rose red Petrocelis; Only 1 copy, sent to Matt for BOLD",A93328,NA,High intertidal,NA,51.66546,-128.14632,Lauran Liggan,NA,NA
1700,NA,NA,Mastocarpus alaskensis,yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"High intertidal, surrounded by Hildenbrandia (PTM1701), Photo 4-6",NA,NA,High intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1701,NA,NA,Hildenbrandia sp.,yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"High intertidal, adjacent to Mastocarpus (PTM1700), Photo 4-6",NA,NA,High intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1702,NA,NA,Mastocarpus (Petrocelis),yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"Upper mid intertidal, photo 19-20",NA,NA,Upper mid intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1703,NA,NA,Mastocarpus sp.,yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"Mid intertidal, large and densely papillated",NA,NA,Mid intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1704,NA,NA,Mastocarpus (Petrocelis),yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"Mid intertidal, smooth and matte with glossy new peripheral growth, photo 42-43",NA,NA,Mid intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1705,NA,NA,Bossiella plumosa,yes,x (AH/MN),2018.05.24,NA,NA,NA,NA,NA,NA,NA,Red,"South Cove, Cape Arago, Oregon",4 Nov 2017,"Low tidepool, wave-exposed",NA,NA,Low intertidal,NA,43.302694,-124.398839,P.T.Martone,"Nancy Trenaman, Aaron Galloway",NA
1706,NA,NA,Hymenena sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,2016,844,NA,NA,NA,NA,NA,NA,Sam Starko,NA,NA
1707,NA,contaminated? 99% match to Ptilota tenuis in BLAST (NCBI),Nemalion sp.,yes,x (AH/SH),2018.01.30,2018.02.15,NA,NA,NA,NA,NA,NA,Red,NA,2016,849,NA,NA,low zone,NA,NA,NA,Sam Starko,NA,NA
1708,NA,NA,"Alaria ""nana""",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"5th beach exposed pt., Hakai",2016,850,A93595,NA,NA,NA,51.64089,-128.15659,Sam Starko,NA,NA
1709,Neopolyporolithon reclinatum,sequence match 98% to Neopolyporolithon reclinatum in BLAST (NCBI),Neopolyporolithon reclinatum,yes,x (AH/SH),2018.02.08,2018.02.15,NA,NA,NA,NA,NA,NA,Red,"North Beach Bench, Hakai",5-Jun-2016,PTM1,voucher,NA,NA,NA,NA,NA,Patrick T. Martone,NA,NA
1710,NA,sequence match 92% to Neopolyporolithon reclinatum in BLAST (NCBI),NA,yes,x (AH/SH),2018.02.08,2018.02.15,NA,NA,NA,NA,NA,NA,NA,Hakai,2016,PTM2,voucher,NA,NA,NA,NA,NA,Patrick T. Martone,NA,NA
1711,NA,contaminated? sequence match 99% to Bossiella hakaiensis in BLAST (NCBI),Neopolyporolithon reclinatum,yes,x (AH/SH),2018.02.08,2018.02.15,NA,NA,NA,NA,NA,NA,Red,Hakai,2016,PTM3,no voucher,NA,NA,NA,NA,NA,Patrick T. Martone,NA,NA
1712,NA,messy sequence/contaminated,Bossiella sp.,yes,x (AH/SH),2018.02.08,2018.02.15,NA,NA,NA,NA,NA,NA,Red,Hakai,2016,PTM4,photo voucher only,NA,on tunicate,NA,NA,NA,Patrick T. Martone,NA,NA
